股票代码,涨跌链接字符串
sh603297,000000111100101000100110101000110000101100110100111000011100
sh603206,100001111010111110100110101000111000100100111100001100011111
sh601677,010000100100111111100010101010010100001100100101100110011111
sh688137,110001110110111111000101101001101010010101100111101000110001
sh688656,111001011100101110010010110101101011011110200121200010020020
sh688218,001001111000011010101110101000111010100101010001001011011101
sh600673,001001101010111010100110100010100010000101101001111111000011
sh688388,110001101101101100101001001100100100110111000100000010111101
sh600217,010101101110111100000111100010011100110100110001001100011101
sh605055,011000111111101101101011111022022101000101100111001000011001
sh603501,011000101000011010011110000010101010100101110001001011011101
sh688015,101001101000111110001011101000111000100101010101001100111101
sh600272,010101111100101110000010100000111101110101100100101000011101
sh688285,011101111100100100001011101001000000110000000101100000111101
sh603363,000110101111011011100010111100110000010110101101001000011001
sh603150,011000111000101110001110101100112010001100100101001000011101
sh603216,011100111100111110101000010111011001111111110000000010011000
sh603021,001110011010010000000111111001110100110000101101001000011001
sh601969,010101111100101010111010001011100000101101101001011110010111
sh600372,000101100000101000101111101000000100100111000100010010011111
sh603055,111000110100101110100010100010100000000100000101001000001101
sh603920,111000201000101010101110101010101101101101110101101010011111
sh603409,111100011111101010101010101010101100100101100101101000111101
sh603516,000000101100111010010110101000010000101100111100101010011101
sh688315,011001111000101010011110101100001001000101010100001000011101
sh600232,110100111110111111101110110001111000110101102002110100011101
sh600203,100001111000111010101110101010111000100100110101001110011101
sh600664,010101101110112001000010001110101001010111001100100000011001
sh600389,101101111111111101111110001100110101110010111100101000011001
sh603681,010000101110111110101011101010100012120201000100100000011001
sh688717,011001101010101010000010111011110000101100111010011010011001
sh600561,010100111100101110001010100001111010110111011111001000111001
sh600875,010101100100101001001111000000100000101101111100010110011001
sh688663,111001101010111110111110101111001110111100000101001000111001
sh600516,010101101000011000101010101010100000110100100001001100111101
sh600168,010101111100100100101011110010011100111101101001000100011101
sh688450,011101111010110101101110101000101100100101000100001110011001
sh603312,110001111110101111000111101000101000001101001001000011001101
sh688352,101001111001101110101010101010011010100101110100101110011101
sh603062,111100101001100010011010000100011000111001001100101110011111
sh688788,011000211110001001100111001001010010110100010100011101011101
sh600191,011010111010001101011010100111011100110101100101001010011101
sh688573,110001101010011010001110101100111100010101101110122120021000
sh688330,010001101000101110001011101010111000110101111101001100011001
sh600653,000101111100011100101100100000011000010101101101101000011101
sh605099,011000101100111111100110011001101000111010011100110000110011
sh600676,010100111100001100110111100010011100110211000101101000010001
sh600985,010101000111100000001111001010011100101110111011000000010101
sh603385,011100111110101100001010100100111000110111101110001000011001
sh688558,101000111010111011101111101000101001111101000101111000011001
sh600526,110000100010101100100011100001111000111101000101000100011000
sh600273,010101111011011100011100000011010100000001100111100111001011
sh603356,010100111010101010001110111001111010100101111101101000011011
sh603197,001000101000101010101110101000101100000100110100001110011100
sh688711,011000111000101100001110101000111000111100010101001110111101
sh600444,010100111110111110101010101001111001101101011101010000011001
sh600970,010001111000011010001110001110000100001101011001001000101101
sh600594,010101111110200100010011110101101100110101001110101100011001
sh688380,100101101000111100001110101000011000110101110101001010011101
sh603207,110100101111111100001011101011101110100111001100101010111001
sh603330,001110110000111000001110101000111000100101001010001100011101
sh605183,111000101000111110101000101000111011000101101011100010111101
sh601616,001100101110011010101110100000111000100101110001001100011001
sh688356,011100111010101111000010101100100110011101000110100000011001
sh603889,011000110110101111101001010001011001111101100101001000011101
sh688028,100001101010001010101110101000101000110101110101001010011101
sh603606,011001100101111100001010010000001100111000011111011001011101
sh600796,010101111110110110101010100001111100010101111111001000011001
sh600316,010000111100101110100111101000010000110111001101110110011111
sh600873,110111110011110101011010000110100000010001101100010101101001
sh603885,011101110011101001001010101101101110111001011111000000001101
sh688472,010101101000000011000001101100110000000100100101000110111101
sh603803,101000111000111010101110101020110010101101011000101010011101
sh600105,110000101100111110001111101010110011101101010100101000011001
sh688335,110000111110100011011121100000111001111110101100000100010101
sh688681,011001111010111110101110101001111000010101111100101000011001
sh603066,001100111110101100011110101010011000111200001001001100011101
sh600761,001000111000101010101110101000001000101101010111100110101011
sh603335,011200111100001110002100001000110100110101101101101000111001
sh600067,010101111100111000001111110010110100110100101100101000111011
sh603869,011100111111111100101110101010011001111000111101001100011101
sh600831,011100111100111000111110101011101100101101111111101100011001
sh600256,010001101100100011111110001011101100101000001111010101000101
sh600615,110001111110111010000011101001101000001101100101001000011111
sh600186,011101110100001010111010100010101000111100011100001000011111
sh688172,110101101000001100011110101000111010100100010101101010011101
sh601099,001100101100111000101010101010011000110101110101101100011101
sh603976,011100110100100110001011111011111001011111101100000000011001
sh600807,010101110100101100001011101010112000110101101100001100011001
sh600739,010100100000111100101010101010110100100101110101101100011101
sh688223,010001100001000010100110101000000000000100101101000100101101
sh688496,010001101000111110010110101000111000111100110101101020011100
sh603629,101100101000011010101010101000111000100101111100001010011101
sh688057,010001111010101111101111000000011100101001001100001000011001
sh688337,101011201111101101011000001110011000101101010101001000011001
sh605001,010101101110101110001111101000110000111101011100001100011001
sh603035,011000101000111110001110100000101111110101110101101000011100
sh601179,010101100000111001000010101110011000101001001001001100011001
sh600160,111011100101101111110011000010001001000111101110011000000001
sh600315,111101111111101101101011010101001101010001100010100100101001
sh600558,110100101100111010000010101011110001111101000110110010011011
sh603124,110100111110011100100110101010011001100101110101001111110001
sh688182,101000101100121010001100001010111010111110010010001010001101
sh688682,110101111010111000111111111001010001011111111011011010011011
sh603128,011101110020100100000010101020000000110100000111001100011101
sh603566,011101010110101101101010001001111100011001101110001010011001
sh600479,010101110110111101001010010100101100010111100100000000111101
sh600800,010000111102201001000011110110111100111001111100101010020000
sh600488,010100111110101101001110010001111001010111001100100000011001
sh600230,010101111110101101101011101110111001010101001001001100111101
sh603856,010101100110111110101010111000110000110101101001101100110101
sh688349,000001101010011001100111100010000100101101110001011010101101
sh688485,111001111100101110101111100001111000110101001100010000011001
sh600629,001000111112011101001010010010110000100110101110111010011101
sh603586,011000111110101111100100001010111010111101010101000000011111
sh600797,100000111010111010101110100110101000100101111000101100011101
sh688252,111000101100101010001110101000001000101101111101100110011101
sh688501,011000101010111111100100110111111001001101101000000010011001
sh688589,100001101000101110001110101000011000101101110100001010111101
sh600861,100101111101101110101110010010011100011101100001101100001101
sh603611,011000101100101110101100101000100001111100100111101010011111
sh603416,111000110000001010100111001000100010001010110001100010011100
sh600613,010100111110111101001011100000101001010101010100001000111101
sh605162,110100110110101011100010110000111100110101111101001000011111
sh603700,011100111000101110001110100001101000100100011101001010011100
sh688132,101001111100101000101111101000111010010100011100001111011101
sh688593,011001111000111010112100001000010010000101000101200110011100
sh688355,011001101010111010101110101000110000000101111101101010011101
sh603690,010010111000001110001110100000111100100101111101001011111100
sh603135,011100111010101110101010101000110111100100010101001010011001
sh601001,010101001101001001000010101011010101001000101101001100111001
sh600879,010101101000111000001101101100110100100110101001011111011111
sh601015,010101111100101101101011100011110100110101101101011010011011
sh688586,010001111001101100000011101000010001100110100101010110011111
sh603610,011000111110111010101110020100110000100101100101101100011111
sh603348,001100101010111110000110101000101101000101100101101100011000
sh603719,011101110111101101001010100000111000111001100101001000011001
sh688458,011101102001100000111110101000101010110110111101010110010101
sh603881,100100101010101010111110101010101000100101111100101010011111
sh603014,00010101101100111110100111101
sh600130,001000111210000101000111011010011100111010111101101100011001
sh600744,110101110110101001001021110110101100110101100110011000111101
sh601865,010000101100010010100110101100101000000101110101001010111101
sh603588,110100101100111010101010001010010001101101100001001100011101
sh600103,011101110100101001101010100010011000110101100101000100111001
sh600857,101101110110101101101011110001010100111101101001100000111001
sh600939,010101110100210200100101001000010010110100102001001100011011
sh603918,101001111100101110101110001110110010100201110101001001011101
sh600101,120111010110101101200010100111001100110101101110001000011101
sh688051,110100111010101110101100101000011011100100010101101010011111
sh600641,110101101000101110101110001000111000010101110101001000011101
sh688400,001001111000011010101110101000101110000101110100001010011101
sh603859,101001101110111010111110101000000010100100110001001000011101
sh601966,010000101000111110100011101000101100111101100111001110111101
sh688511,001100010010000001100110112001011000110101110001001010011101
sh603730,001000011100111110100100100001111100010100000101101000001101
sh600371,011110020101001101101111101011011000110101101111001100011101
sh603273,010000111110110011201010100010101101110101111010001000011001
sh603020,111100110000101101001011100011011100110101101010101110011101
sh603826,111101111001101010101010001000010000100100111101001000011101
sh603327,001000101000111010101110101000101000101101110101101110111101
sh600386,011100111010111110101011100010011000111111000101001000011101
sh603970,011101110100001100001011111000111100110101111110101100011001
sh601068,111000110110210000000010100010010000100111111001001100111001
sh600645,011000101110101100010010111111101001010111100110101000011001
sh688609,001001101000000010101120101010000000100101110101101110011101
sh688297,010101211000001000011111102000010111110110100101010110001111
sh605305,111000101110101011001010101000011100111101110101001110101111
sh600448,011100111110201001001110100121110000110001110101001000011011
sh688499,011001101010011010011110101000101101110101110110101110012100
sh603949,200000111100011010101111111000101012121001101101000000011001
sh688551,011101111000101010001110100000111101111111100010001100011001
sh603367,011101111110101101001000100011101101101111101110001010110001
sh603153,011100101000111110101010100010011000101101101001101100111001
sh603290,011101101100101100001110101010001100000100110101001110011100
sh688602,011001101111211000000010101100101110110101110100100000011000
sh600178,010001101100111010101111111000111110000101010100001110111110
sh600481,010000101000001000100110101100010000110101100101001100101101
sh688538,011001101100110000101011101010010000110101000100001100101001
sh603839,011100111111102001101110110102101010112100010100001000010111
sh601339,011000101200001110101010010101011000011101100111001000011101
sh688238,020000111100111100001110101110101110110101000100001000011001
sh688543,010101211100101000111111101000000110100110110101110111001201
sh603070,010000111010101010001110100000111110000101111000001000011111
sh603137,000001111111111000001010111000111000111111101101001110011111
sh605086,011101111101111110001110101000000001101011111101011100111101
sh688733,111101101010101100011110101010110100111101111101001000011001
sh600563,000001001010111011000110100001101100101100110001100011011101
sh603073,100100111110100111100100100001111001110101101101001000011001
sh600582,110101101001111111010001010000001101011100001001110000001101
sh603829,011101110110101101101110110001100101111001111110101010011101
sh600774,010100111100101101002021000111001000110101100110001000011111
sh600195,010101110100100101101011100011111000110001000110101100111001
sh603618,101000101110111110001110100000111000110101111100001100111001
sh603322,111100101000110001000110101010011110001111111101111000010001
sh688361,111110101001001010100110100000011010100101010000011011111100
sh600718,101000101000111010001110100010011000101101110100001100011111
sh600409,010101101100101110001011000010010000010100001101001100011111
sh605180,111000111110101110101110100001101000111101101101000000011000
sh600458,100000100100011110001010101000101100100101010101101000111111
sh688302,012101011100001101010111110101100111010110001200101010010001
sh603126,000101111000111110101011110000110000110101101101001100011101
sh603025,101000101010101110001110101000101000100100110101100000111011
sh688283,011000101010000001000000111000111000101100110111001010011011
sh600502,110001100100110101000010110110010100101111101001100100101111
sh603511,011100111111101000101110100001011100111101101101101000011111
sh603205,111100110112000011001111101101101000000101110101100110011001
sh688229,111001111010102000110110101000010000100110011100001000011111
sh603016,011000111000111011101111101101011110000101001101001010111101
sh688120,011100111001001100100110101000010000100101011000011011011001
sh603309,011001110010111111001000101100111000010111101101011100011001
sh603968,010000111110101111101011100101111001110001101100101000111001
sh601598,100101100010000101000010111110010110111111000000101100101001
sh688089,011001111000100111010010100001011000111101101010001000111101
sh688078,110001101000101000001110101000011000100101010101001010011110
sh603987,011000100100111111001111100001101000010111001101100000111001
sh600235,011100111110111111100011110001111000110101101100001000011011
sh605222,011101101110111010101110101000100000111101001101001110011101
sh605007,010101111100101100001010101010001000010101100001111000011101
sh605003,111101111111101011110001001001101000110101101110110010011001
sh688211,010101101000101100101010101000111100112101000101101110111001
sh603011,120000111100101010001110101101110111212110010101100000011001
sh600352,010101001111101001001011000110001100010001101101111000111001
sh600784,011100100110111101000011111010011100101101101101111000011011
sh600335,010000101100111110001010101010111000111100001001001100011101
sh603159,011100211110111110101101100010011001111001111001100000111001
sh600517,001101110100111100100010101010011000111101110101101100011101
sh688345,010001101010101001111110101011101000000000111100101010111111
sh688708,010100101000011110000111211000011101100110001101000010001101
sh600058,011100110110101100011010000011011100110100101101001100011011
sh600925,010101110101000111010101001010010100111100111001011110100001
sh688710,011000100000111010101110101000001110000111100100101000011000
sh600848,011101111101111101000000100010010000010111101001011010101100
sh601798,010101111100001011001011001000111000100101101100011100010111
sh600233,001101111111100101101110100010000010001100001101101101101101
sh600713,010101100111110101001100101101011000010111000101100100111101
sh603608,110010011111110010100110000011011011101101101010000110011000
sh688038,100000111010111100111010111000110000110100111100101000011111
sh603049,00110001010011101
sh603111,001001101100111110100010101000111000111101111101101100111101
sh600022,010101101000101000111010000000010000110100001001000000111100
sh688516,010101111010101000101110101100100100101101011101000111111101
sh601231,101000101000111010100110101000101000100100110001001110011101
sh600284,011100111011001100101000010110010100101001111000001010001101
sh603877,011001011110110101101111010001001100010001100100101000011101
sh603089,001000111110101110111110110101111101011101110000001000111110
sh605068,000100111111001011101111101000100001100000100000000001011101
sh603182,101102010101101100001011000001011010010101101101000000111001
sh603350,001000111111111010101111101000200010001000110101100000011101
sh600801,110101110011000100000010101111011100100110111001000100001111
sh600382,010100111111100100111011100010011100111011111101101000111001
sh605111,110000101001101100001110101010100100100101110001001010011101
sh603628,011001101110101110101010101000011000110101101101001010011101
sh600221,011101100100100000100110101000010100100100001010000100011101
sh603006,110000110000101111001110100001111101012100010110101000011100
sh688162,011001111010011110101111101001111000100100001101001000011100
sh603519,010100111010101110001011101000111000111101110100001110011001
sh688570,011101111000111110001110101010001100000101010101011110011111
sh688322,101001101100011111001000101000001101000000111000101011011101
sh603328,001000101000111010101110101000111000000101110001101111011001
sh688295,000101101111111111001011000011010000010111100101000011011111
sh600993,011101110111001101001011010011111101011011100000010011001111
sh600630,010100111100101110100111110011011000110101100101001000011101
sh603787,011000111110101110001110100000111000111101101020100010011011
sh603127,010000110100111000101010100100111111010111100110101000011101
sh600115,010101101001100001001010001110101110111001010111101100011101
sh601106,010101101100111000100011101010110000101100000101000110011111
sh603300,101100111110011010101110101010101000100101110001001010111111
sh688623,001101100110000000101110101001100010100110011101101011001011
sh603033,000101111010001000101011101000011000010100101100001000011001
sh601999,011101110110111100101111100010111000110101101101101000011011
sh601568,010101100100101111111100000010110000010101001101000000011001
sh600307,000101101100101000111011000010010100110100100101000100010001
sh603392,011101111011000000101100101010110011110101100000000100110001
sh688793,110001110010101121001110101000111100010011011101100010011101
sh603313,011102011100101001111100101001110100111001111100101100011101
sh688308,000001101100001010001110101000111001100100111101001100111001
sh603980,011100111110101110101011000010210100100101110110001000011011
sh688659,011101110110110110101111101001111000110101001101001000111001
sh603682,010101111110111100001110011001011000110111000001101000011101
sh688334,011000110100111111101010100000011100100111000001010010011001
sh601566,011100111111101101101010110011011000111001100001101000011101
sh603617,011000111100101110001111100000111000110101110101001000111101
sh603098,010100111110101110001010100011011000110100110101001100011111
sh688667,001100101100101110101211001000110000111100110100001010001001
sh688381,111101111011101100011010101000111010000101111001101000011100
sh603896,010101111010110100101110101001001110011110000100101000101101
sh688079,010000101000111000011110101000111000110101111100101110111101
sh600278,010100110100001111101010101010011010110101000101101000011101
sh600507,011101000001111111110000000010010000100010101111100100101101
sh605333,001000111100101010000110101000001011000101000110001010011100
sh603886,011101110111101101001001110001111000011001100111001000111101
sh600322,010101111100111101100111000010010101001100002101111100111001
sh603887,101100101100111010110110000000011000100111110100001010011101
sh688026,011001110000111100011110101000111001010101110100000100001101
sh688528,110001101010110000101110101000111000100100011101101100011001
sh603908,011100101110110100001111000000111000011101101101101100011100
sh605377,010001001010101101101001100000110000011101101001000000011101
sh688247,010101111010111111010010100001101101010111111100101000010001
sh601012,010101100001101010110010101010101100100101110101101010011101
sh688658,011001111210101101001100000001011001000101110101112010110001
sh600449,101100101110111110001110100010011000000100011001101000110101
sh600577,010000101100011110001110101001110001101101110110111000011001
sh603041,011100111110111110001011100000111001110101011100101000111001
sh600218,000100111100111010101110100000101010111101110000000000011100
sh600963,010101100000102000001011000010011000100101101101001000011111
sh600108,010111010110000100000011110011111000110101100101000100011101
sh601618,000101100001110000100111001110010000010101101100000100111101
sh688529,101001111010111010001110101000110000100101111100101100011110
sh603797,011101110010111111101110110001011000111200001100101000111100
sh603602,100100111100111010101111101000101000100110110100101000011101
sh600660,100100101011001111001010101001111011000001010001000010101101
sh603558,011000101111001110100110101000111000111001110110100000011001
sh600893,010111100100101100101111101000010101100110010101100010011101
sh603500,011101111000101010101011101000101100100001101100101100011100
sh603177,111100111110101110001110100000011000111100111100001000011001
sh601992,010101110000101000100010000010010000000100101101001000011101
sh600133,001100111100111110101110100010011000110111111101000010011101
sh600038,110101101100101000000011101010100100100111100100011000011101
sh688358,011001111010101110101110101100001001010111100100000000011110
sh603898,011000111110101111001011110101111110110110011000000000011101
sh603368,011101101010100110001010101010101100110111100101000000111001
sh688611,101001111110101010101111101000000010100100101011101010011111
sh600207,010100110000101000001110101001000000110111100011001010011101
sh600267,110101111100001101000010000111101111010111100111100010111001
sh603311,010100111110111110001110111001111001111101101101101000011101
sh688620,101001101000100000011110100000111000200101011100001110011100
sh600571,212100111000102100001110101010101010111201110101101100011111
sh603696,011101110122102202121001000011111000111001000100001000011001
sh688432,001001101000101100001110101000011000110100010101001010111101
sh600883,010001110110101001001010100001011000110101101000001000011001
sh603017,011100110110110110101010100010011200100111201100101000011101
sh603396,010100111100101100001110101100101000100101101101101010011100
sh600699,001000101000111010001110101010110100000101110001101010001100
sh688309,011101110010100010001110110001111000010101101101100000011101
sh603038,102000111100111110001110110000010000100101111101101000011101
sh603219,101000111100101010001111101000101000100101100101001000011101
sh600165,011110011111010011000000110000100101010001001100000010111100
sh688517,011001101010111110001010101001111000110101101100001000011001
sh600346,011101100011011000000011100001101100010100000100010000011001
sh688206,101110011000101000101110100101100100110112010001001110111100
sh605151,111100111100111110001110101000111000120001000101100000011101
sh600356,011100110100111100001010110001111000100101101101001000111100
sh603165,011101101110111110001110101000111001110101100101101101111101
sh603305,001000111000111010101110101000100000100101110101101000011100
sh600299,010001111000101101000011100010000100000100101101001000011101
sh601228,010101101001000100010011111010010100011100001010000100110101
sh600719,110101110111101101100011100000111100100101100000001000011101
sh600325,010101110001110101001010000010011000000111110100001000001111
sh600261,011100110110111010101111100010011000110101101110100000111001
sh600580,001100101000101010001110101000101100000101110001001011011100
sh605388,010101111111101001101111100011011000200002022200101100011011
sh603950,011001111110001010111110110100100100100101010000101101011100
sh603180,001101110111100100001011101000111000111101111001001000011111
sh600667,010100101010101000101110101010011000100100111001101110011100
sh600606,010101110001110100101010001010010000010101100001001000011101
sh688563,010101111000111100000111101000111100100110010001111010101101
sh603917,001100101100101010101010101000101000110100001101001000011000
sh603220,101100101000011010101110101100111000100101111001001000011101
sh600162,010101110100110100100011100010011000010101101101001100111101
sh601065,010101101110101110000011110111011000110001101001000100101101
sh600060,111010010010110101001100110000101010010100000001001100101101
sh605358,110100101000101101001110100010110010110111010100001110011100
sh600973,011000101100101110000111101010111000111101000110011000011101
sh603010,010100101111111100101011101001010001110101101001000100111100
sh600365,111100111110101001010011001000110110110110101101101100011001
sh600540,010200010220001100011111100011011100110101100111001110011111
sh603279,010001110111000010000001110010001110001001111001010110001101
sh600729,101101110101101100101100000011011000000001100000010100011011
sh600348,010101101100111001110011000110001100001101100101000100110001
sh601636,010101101101011000101010100010010000000100001101001100101101
sh600198,010100111100111010101110101000012000101100010101101010011111
sh688480,110101111101101101110101001011100000111000100000110001100100
sh600149,110101111000111101121011000011011110100101101010001000111111
sh603855,000000111110110010101010101000111000000101100110110000011011
sh600998,110101100000100110111100001000001000110101101010110000011101
sh605155,010100111100101010001011101000101000010101111110101000011001
sh600141,001001101100111000101111001010100100110101101001100100001001
sh601100,001100101000111010001110000000101100001100111100100111011101
sh603985,201001201101101000010110001000001000100101110100001010011101
sh605398,100000111000111010111110101000111000100101011100102110011101
sh600292,111111110100100001100110100111001001100101011100010100101101
sh688466,010101110000110110000111100000011000101100001100101100011001
sh605118,100000111000111010101110101000111100101111111010001010011001
sh603638,110000111000101010001010101000100000001100010100001100011101
sh688032,011001111000101010001111101010011000100100110101101010011101
sh601188,011101111101001120101110100011011000111101101001001100011001
sh688606,010001111000100100010100111000001101001101001100100000101011
sh603077,010101100100101100100011100010110000110101111001001100111101
sh603296,100000101000011010100110100010100000100101110100101010011100
sh600877,001101111001001000101010101000011100100101111000000110011101
sh600131,011101101011101000110110100000010000101101100101001100011101
sh600080,110100011110111100001011011000101111010111001100101000011001
sh688059,011100111000111010011111001011001001000011010101001010011001
sh603088,011100101100111010001110101000101000100101111101100000011101
sh603325,001100100100101110100011100000011001100101111000011000111101
sh600792,010101111100101100101011000111010100110101101101020010111011
sh688683,110001111110111101010110000010001000000101110011001010111000
sh603191,001100101110011000001110101000111000111101101111101000011011
sh600692,110101111100111100001010100010011100110110111011101000011101
sh600216,010101111110111110001010001011001101011111000101100000011001
sh600189,010101110100101000101111000001111000110111100110101100011001
sh601929,011001111100111000011110100010011000111101010101101000011101
sh603806,000100100000101110110110101100111000000101110100101110011101
sh603876,000100111100111110010110001010111100100101110101001100111100
sh603888,011101111010101110101110100010101010100101110101101000011101
sh600280,100102110100101100200011100011011000111101100110101100011011
sh688615,100101101110101010111110101000010011000101110101001011011101
sh603012,001100101110111010101110110000111000111101110101001000011000
sh688312,110000101010001110101110101100101001000100111101101110001101
sh688448,001001110100101110111110201200100000000101110101001010011011
sh600881,111001111000001000100110100010111000010101101200001100011101
sh688150,011100101000111111101101011000111011001101110000001111011101
sh601666,011101101111000001011010000010011100001101100000000000011110
sh603655,111101111000001011010111101001101001111101011011110000001000
sh603193,011101000100101001102010111111100001011011100110100010101001
sh601599,011100110100111100001110000011111000111001000111001000011001
sh688314,011100101000111011011111100001101010100100101100010100011110
sh600655,001101110101111100101001000010011000011001000101100000011110
sh600616,111101110100101100101011111001011111110000100100001100011101
sh600552,100100101000111010101111101011100000100101110001001110011101
sh600251,010101110100111001101011010010010000111001101101001000011001
sh688479,011101111010001100001110101000111000101101001001101000011001
sh603890,010000101000111010110110101111111000100100111101001110111000
sh603289,111000111110111110111011101000111010011101101101001110011100
sh600370,210001111100102100001010101011010000110101100101100100011000
sh688001,001001101010011010101110101010101000100101011001101110011101
sh600819,011100101110110110101011000000111001101111111100001000011001
sh688549,001101111000100100100010101000011000100101001100110010011100
sh603291,011100111100001010000110111100101010110101000100001100110110
sh688435,101001101000101000101110101000001000100101111100101000011110
sh600727,010101111110101110010011100111010101110101101101010100111111
sh688173,100101111000100000002110101000111110000101110001101010011100
sh688090,001001111010111010111111101110110001100110000100001110111110
sh605122,011101111100100110101011101001011000110100102001001000011010
sh600817,011000111000101110101111000001111101111200000101100100010101
sh600569,000101111100101100101011100000011000110100101101001100111100
sh688221,010100111100101001011000100000100101010111110100100000010001
sh600714,001100110100101010101011101000111000100101111111010102010101
sh600388,001101101000111100101010110010100000000101101101001100001111
sh688273,011001111000101100001110101000111001010101100100101000011100
sh601111,010101110001100000001010101100111110101000011110000100100111
sh688653,010001111001100000101110101100101010100101111101101111011101
sh688348,011000101010101010100110101010000000100101110111101010011101
sh600771,011101100010100101101010111110101101111101100100000000011001
sh603217,011100111111101111001011100001101001110101101101100000011101
sh603685,011101111100101111101011100001111100110100001100101011011111
sh600136,001100111100011000010000110110101010000111111101001000010101
sh600351,010100101110110101001110010011001101011111001100100000011001
sh603307,011000011100111010111011000001011000111001110101100010011000
sh600310,110101011100111002100111110010011100100101100101000100111101
sh600111,010001100001001010110010111011001100100111100101001000011101
sh603633,011000111000111110101110100010111000100101111100100010011101
sh688718,110100200100101010101100100000011001110101000101100000011001
sh600211,110101111110111101100000100100101101011111100100100000111101
sh605555,101000111100101010100110110000101001100100111101101001011100
sh600408,010100111100100000101110100011110100111100101000001010011001
sh600282,010101010100110111110010111100010110101000001001010010001101
sh600298,011001100011100101011010011011011010111011000000000010101101
sh688126,100101101010001000101110101000011010011101000101110000011100
sh688373,010100111100011100011110100000110100000101100100100000011101
sh600470,010101111100101110001011100111111100110101100111111100110000
sh600611,010100111100111010101112000110110110100101000101001000010100
sh603605,010001100110101001110111011101101000101001100010001010011101
sh600690,101001100011011010101010111010011010000100101101001110011101
sh600527,010101111100101100101010100011011000110101101100100000011100
sh605399,110100111100101010001010001000010000010101101001001010111000
sh603395,010102110101100100001010101011100000110101111101110000011101
sh605369,010000111010001000000111101001111001110101111100101000011101
sh688726,011001111000100010001110101000101000100101011101001010101101
sh600897,011101111001100110101000101110010100111110101101000000111111
sh688576,011001111110101110100111101000111110010101011100000010111111
sh600872,010101111011101000000101001110011000001001100101100100011101
sh688268,110111111101001100111110100010010100110100100100001110011100
sh688087,011001100010101010111110101100001010111101110110110000111101
sh688212,011100101100011001111111001101111001110111111101010000010001
sh603600,011000110110101010001110101000101011101001110101100000111110
sh600368,111201111100001100010011100011010100100101100001001100011101
sh688419,111001111011001111011110100010111000000101011101001010011100
sh600420,010101101010101101001010000011101001011111000110100000011101
sh600707,001000111100111000101110101000111000100101110100101100011001
sh688677,011001000010001111111011101010111111111001000101000010111101
sh603599,011101001110101111101000010010011000020101011001101000011001
sh600612,001101110111001101110011000000011100012001100011000110001101
sh601996,010100101100111101101111101011011000110101101100000100011010
sh688367,110100111010111000001110101001011000110101001101001000011001
sh603988,010100110111001001000010101100111110100001101111011100011001
sh600337,010101120000101100001110011111011010111101101101001100011100
sh605138,010000111012001101101111010111010010101001110101001000011010
sh688118,111100111110101100101111101100010000100100111100001010011100
sh603527,010000111110111110101111101000101001000101111001001100111110
sh688115,110001111001111110100011102010100010001111010100101111110111
sh688526,010101101100101111101001101101111000110001100010000000111101
sh603421,101100111100110110001111101000111000110101111100001010011111
sh600369,001101110001111000101010101010010000010101110101101100011101
sh600340,001101111001111101001210101110100000010101100101001000011101
sh688012,110101100001001100101110101010000000000101101000011011011100
sh688255,101001101000001020101110101000101000100101010101110000011000
sh603208,011100110100101111001010100000111010101100101101101000111100
sh603926,011000111110111111101111101011111011001101111001001000011000
sh605588,020000111000101100101110100000101000100101111100001010111100
sh601900,001101100001001001011010000100110100100101010110101001001011
sh688657,010101101100111010101110100000011000100101010101001000011101
sh600460,000101101001101110001110101010001110100101110101001110011100
sh600429,010101110101101100001011100001111100111001100110001100011011
sh688613,111001101110102100011101101000011010110110110011101000110001
sh603529,011001101000100011001110100010010010001001001001000010101101
sh688581,111000111010101100100111101100011101001100000110001100011111
sh688228,210000111110200010101100111000010000100101010101001001011100
sh600004,010101100001000000100110001011110000110100000001000100111101
sh688008,100000101000111010101110001010001010011101011001001011101100
sh600658,010101111100111100000110001100010000110111011001201000011101
sh688101,110001110110101101001110101010000000111101101101110100011101
sh600063,011101111100101010001010000010110001011001111110101100111100
sh688168,100001101110101100110110010000111000101101111001000100111010
sh600866,011101010111001001011010101011011100011111101110100000101001
sh600467,010102110100101001001011100011011000110101100101001000011111
sh603110,010001111122101000011111000000111000100101110101001000011011
sh603399,010101101100011101101110101010011110000101101101000111011100
sh600802,011100110100111100101010100000010000110100101001000110011101
sh600726,010101110100101001110010110100111100100101010101000100111101
sh600062,110101110100101101011101000111101101010111100100100000111101
sh688200,110010102001101111011010100010101110110101110100010010111011
sh603893,100000211100111000001100001000011010100101011101011011111101
sh601163,011000001010111110100011101010001100010100001101000000011101
sh688418,011101211100011100001011100000011000100111110001101000011111
sh688088,111001101100101010111110001010100010100101110101001101001100
sh688007,011001101100001010011110100000101000100101110101101110011100
sh600969,110101100110011001100110101010111000110101100110000000111101
sh603231,010101110110101101101011100001011000010001101001001000011101
sh603138,011100101000011110101110101000111010100100111101001100011101
sh603176,110100110100111111001111100100111000111110010000001000111000
sh605296,011111110110101001101001101011011000100111101101001000001001
sh600170,110101100101111100100000001010011000100101001000101000100100
sh600598,011101110100101100101011001010011100110111101111001100011001
sh600839,001001101000111010101110000010101000100101110101001000011101
sh600376,010101110100110101100100100010010000110101101101001000011100
sh601368,010101110110110101101010111000010100110101100101001100011100
